step,mo,inflow,precip,evap,released,supplied,storage,% full,d_stage,% redu,deficit
186,7,854.0802681099628,3599.426695520815,10615.455442027844,614.9325006887685,18508.52313156319,99948.30756023349,0.7599557413156078,0,1.0,0.0
187,8,4949.988774325133,3390.372983796813,1025.1030080633354,614.9325006887685,7814.27048997934,98834.36331962398,0.7514858798259926,0,1.0,0.0
188,9,5496.4829477570465,2616.6891464204673,2555.5115870729496,357.05758104509135,6212.117716908041,97822.8485287754,0.8516785861813679,0,1.0,0.0
189,10,8950.299498893763,4272.394942328567,2444.725144422351,368.9595004132611,7313.397174557008,100918.46115060512,0.8786300297426295,0,1.0,0.0
190,11,6169.0575313751015,4031.824181141492,3732.328956747864,357.05758104509135,6334.635829591372,100695.32049573738,0.8766872922297116,0,1.0,0.0
191,12,5248.42050082778,1302.1858836944302,-12.336471573929884,368.9595004132611,7013.390429002476,99875.91342241778,0.86955325894191,0,1.0,0.0
192,1,1568.339839405711,1718.544787795341,-7.883800958676147,368.9595004132611,7218.754825532634,95582.96752463162,0.8321774295956187,0,1.0,0.0
193,2,3666.3927817090653,2517.159356859498,2688.2270151264092,333.25374230875195,6076.646063488817,92668.3928422762,0.8068021631612304,0,1.0,0.0
194,3,16256.61583244196,3654.8301151647465,900.2065205114777,368.9595004132611,8122.532071147008,103188.14069781115,0.8983906224561057,0,1.0,0.0
195,4,4527.300740444193,227.78473212725658,828.3912597862218,595.0959684084856,7491.257474897774,99028.48146729011,0.7529618548015921,0,1.0,0.0
196,5,5117.250690809576,3787.121826410672,920.3954700852337,614.9325006887685,8448.460095479537,97949.06591825683,0.7447545317985604,0,1.0,0.0
197,6,9479.827837296341,2374.6012923356466,3300.080944919595,595.0959684084856,8169.5369415539435,97738.7811930068,0.7431556344468626,0,1.0,0.0
198,7,4680.882029885461,3325.781863360069,-15.170358525021584,614.9325006887685,8668.551627483315,96477.13131660526,0.7335626949513773,0,1.0,0.0
199,8,8519.320517272221,1189.9592270039138,1548.4404471361631,614.9325006887685,7239.377282430252,96783.6608306262,0.7358933883843053,0,1.0,0.0
200,9,5017.458655695538,2750.9270930479543,1724.6768755058583,357.05758104509135,6833.727597356009,95636.58452546273,0.8326442372192967,0,1.0,0.0
201,10,16506.31944245757,4349.172452691826,2740.3116442131577,368.9595004132611,7317.13383833965,106065.67143764607,0.9234433718807468,0,1.0,0.0
202,11,10292.35879896598,1719.1409756470384,1241.4374731694988,357.05758104509135,6512.703503013091,109965.97265503141,0.9574007047172269,0,1.0,0.0
203,12,14176.197908025802,3948.1896859323897,942.1902837379312,368.9595004132611,7817.600363843577,118961.61010099483,1.0357197467100048,0,1.0,0.0
204,1,8398.228475703458,1157.2165779194765,1954.221141742746,368.9595004132611,7653.064097332532,118540.81041512924,1.0320561232629921,0,1.0,0.0
205,2,6357.47908849476,2898.4090438720013,3226.628385479504,333.25374230875195,6354.445012988293,117882.37140671945,1.0263235320309536,0,1.0,0.0
206,3,5667.508025298576,875.6955541960779,2231.040219541217,368.9595004132611,9170.294355302827,112655.2809109568,0.9808147259572512,0,1.0,0.0
207,4,2080.294113351799,2961.7281392771984,1457.847481659308,595.0959684084856,7252.737100535279,108391.62261298274,0.8241543846613831,0,1.0,0.0
208,5,11586.864495038319,5549.163668705369,833.7367263757478,614.9325006887685,9684.67346621442,114394.3080834475,0.869795730652583,0,1.0,0.0
209,6,10024.165573570608,2509.717604335383,807.0066357297474,595.0959684084856,7283.80488840834,118242.28376880691,0.8990537669907115,0,1.0,0.0
210,7,4493.225134059886,1848.5109675360582,761.9091086358385,614.9325006887685,7193.774642637128,116013.40361844112,0.8821065038671805,0,1.0,0.0
211,8,2563.5356519299817,2741.753778264145,863.8035002400575,614.9325006887685,7625.3601176029615,112214.59693010346,0.8532223234000872,0,1.0,0.0
212,9,6908.881900868204,3664.8637749151385,1747.9697053564305,357.05758104509135,7301.328119461753,113381.98720002352,0.9871416750713877,0,1.0,0.0
213,10,11609.50172146075,7413.102372705631,1031.3300204992556,368.9595004132611,9529.768710237682,121474.53306303974,1.0575980983189086,0,1.0,0.0
214,11,4476.52862764793,1073.981312875796,2234.7032855874713,357.05758104509135,8197.061663269847,116236.22047366104,1.0119915889277438,0,1.0,0.0
215,12,18227.24895923448,3153.5331552599964,3422.6935868072324,368.9595004132611,6986.144776499462,126839.20472443556,1.1043047322456527,0,1.0,0.0
216,1,2512.969348791076,1437.1517713805806,892.9215857234376,368.9595004132611,6815.600182173042,122711.84457629747,1.0683705480699226,0,1.0,0.0
217,2,4177.113646887337,4116.4696196531,2986.2465384791576,333.25374230875195,6424.233700584623,121261.69386146538,1.0557450487194842,0,1.0,0.0
218,3,5151.849132541763,5052.844221464053,28.570618223486235,368.9595004132611,9406.00087844406,121662.85621839039,1.0592377029829159,0,1.0,0.0
219,4,8767.656391826056,4185.435664554549,2227.960231329329,595.0959684084856,7629.422675647752,124163.46939938543,0.9440754299402497,0,1.0,0.0
220,5,9606.480851984592,4441.1232592430315,808.611846665357,614.9325006887685,8819.211588366363,127968.31757489257,0.973005546781581,0,1.0,0.0
221,6,794.5691863795122,2721.8633620463806,-2.8324189169798046,595.0959684084856,7883.531604549944,123008.95496927701,0.9352970935080509,0,1.0,0.0
222,7,828.8926646223445,3943.0250686677464,2011.4285111003119,614.9325006887685,7746.545803061088,117407.96588771693,0.8927100411258738,0,1.0,0.0
223,8,11486.56563486839,2992.114901596462,2680.6099498727854,614.9325006887685,6833.24355311718,121757.86042050303,0.9257844113178452,0,1.0,0.0
224,9,6821.271321513991,5324.376710404729,938.1399876016949,357.05758104509135,8604.389005686595,124003.92187808838,1.0796198071763226,0,1.0,0.0
225,10,11387.43280314702,2740.947315843645,10126.885038855748,368.9595004132611,17399.006630635984,110237.45082717406,0.9597642848961618,0,1.0,0.0
226,11,810.0847170027035,1841.051725428726,1770.2106450114225,357.05758104509135,6495.851615544999,104265.46742800396,0.9077701909334651,0,1.0,0.0
227,12,10789.393088693805,1180.3605105410243,810.4407734442357,368.9595004132611,6854.996233984752,108200.82451939654,0.9420327319872572,0,1.0,0.0
228,1,6627.3768576728435,3141.2130236651283,795.870023315656,368.9595004132611,7794.161559968576,109010.42331703703,0.9490813711315749,0,1.0,0.0
229,2,3147.4762901473223,1509.4634803951922,4522.104637351134,333.25374230875195,10943.195312324086,97868.80939559557,0.8520787369300098,0,1.0,0.0
230,3,5268.617736262202,3541.751547305219,1944.9660459750303,368.9595004132611,7768.005540759953,96597.24759201474,0.8410080926439013,0,1.0,0.0
231,4,11220.375128077658,1280.91478304677,712.767155808906,595.0959684084856,6924.131035173271,100866.54334374852,0.7669375359312209,1,1.0,0.0
232,5,9465.908763399553,3221.8031477096956,1812.923556042122,614.9325006887685,7721.176338871335,103405.22285925555,0.7862403547609167,0,1.0,0.0
233,6,2245.2753766959095,3799.687386755031,2298.7799827220297,595.0959684084856,7458.775042028535,99097.53462954744,0.7534868996812347,0,1.0,0.0
234,7,246.06104611262865,3546.5060633413086,-9.943426087891567,614.9325006887685,9280.687119762706,93004.42554463781,0.7071580188370162,0,1.0,0.0
235,8,4422.592667716728,1347.057189107145,3725.3011922907754,614.9325006887685,12277.459977427918,82156.38173105422,0.6246750495960626,0,1.0,0.0
236,9,5018.116199064012,1010.6550873242959,2363.2004793521337,357.05758104509135,9555.359820007037,75909.53513703826,0.6608939172751663,0,1.0,0.0
237,10,11311.715295298,2551.9426761647774,2757.568602296742,368.9595004132611,7206.346306622685,79440.31869916835,0.6916341052530579,0,1.0,0.0
238,11,5169.025819874499,1424.2074244440882,-4.976009584090207,357.05758104509135,7499.64264147581,78181.82773055011,0.6806772600477221,0,1.0,0.0
239,12,7949.239082326691,3469.685910802,1.2946412815217627,368.9595004132611,8884.517084828798,80345.98149715523,0.6995191098603366,0,1.0,0.0
240,1,9381.574537283532,1436.245745228589,2475.894540715002,368.9595004132611,8991.289419444149,79327.65831909495,0.6906532461320791,0,1.0,0.0
241,2,3753.67269155701,2760.5721683484735,1891.9938520706783,333.25374230875195,6673.312934181152,76943.34265043984,0.6698945928293906,0,1.0,0.0
242,3,494.59043061761207,2857.3190108758718,526.4982104307564,368.9595004132611,8688.078410020196,70711.7159710691,0.615639957233338,0,1.0,0.0
243,4,9981.43500184774,196.85038333210105,2618.050649328623,595.0959684084856,14146.114058257599,63530.74068025425,0.48305521432562687,1,1.0,0.0
244,5,9272.513627821705,2441.817553897774,514.892007850598,614.9325006887685,8932.740306419688,65182.507047014675,0.49561439981233585,2,1.0,0.0
245,6,4444.658179357046,997.2644303271809,1363.7729090459907,595.0959684084856,7799.962836779946,60865.59794246449,0.46279083392290393,1,1.0,0.0
246,7,8769.079271050266,871.7983400578014,166.06862286313117,37703.093136323136,7564.31379438629,25073.000000000007,0.19064225065064952,1,1.0,0.0
247,8,5157.361330411909,869.3882974221742,555.0179087099568,614.9325006887685,6278.997624373291,23650.801594062075,0.17982858236285895,3,0.8153275932283399,1422.1984059379274
248,9,12387.065603766654,1366.1524382550197,254.6156477341283,2801.5093359320454,9274.89465241759,25072.999999999985,0.21829396212116978,3,1.0,0.0
249,10,7015.459398904887,424.7259481508445,234.407675561386,368.9595004132611,7059.471445535572,24850.3467255455,0.21635546790588153,3,0.9694246826282312,222.6532744544993
250,11,11145.107563053481,955.1307221303359,355.2783171129304,3538.036903646789,7984.269789969599,25072.999999999993,0.21829396212116983,3,1.0,0.0
251,12,4692.972566031724,901.5659930441179,588.0386637342017,368.9595004132611,6075.819005137937,23634.721389790437,0.20577182530240967,3,0.8085893098764265,1438.2786102095624
252,1,6197.198284403034,294.94261678860494,1257.5336054894105,368.9595004132611,8590.076377830275,19910.29280724913,0.17334569871523325,3,0.6246063812278324,5162.707192750868
253,2,4747.834753111177,305.31360285554547,162.07121012376228,333.25374230875195,2990.161542113038,21477.9546686703,0.18699428958971478,3,0.4540725294708598,3595.045331329704
254,3,4594.411032024255,1033.9989819692346,453.078166614916,368.9595004132611,4928.049316186584,21356.277699449027,0.18593492901418704,3,0.5700612502758491,3716.7223005509722
255,4,762.7498614968393,485.8311324191054,207.64670453775034,595.0959684084856,2179.537031816895,19622.578988601843,0.14920004075927093,3,0.2856551791598707,5450.421011398166
256,5,4245.940107279204,293.26329466533207,31.592416138053522,614.9325006887685,3168.8299560864625,20346.427517633096,0.1547038142488685,3,0.40135129029688943,4726.572482366896
257,6,5131.844004357527,522.6773561649752,196.68697510961647,595.0959684084856,3963.4364832194215,21245.729451418076,0.16154164556826586,3,0.5087389972490097,3827.270548581916
258,7,6939.887778288118,397.2153788100404,436.33566583035645,614.9325006887685,4904.212804138521,22627.351637858585,0.1720467930644526,3,0.667252440990085,2445.6483621414163
259,8,4807.92911725013,534.9517375570686,379.8010460543919,614.9325006887685,4662.100609157536,22313.398336765084,0.16965965295678037,3,0.6281713329433607,2759.6016632349174
260,9,3322.3877503136905,492.9433233225973,468.8764023888034,357.05758104509135,3509.3912811332007,21793.404145834276,0.18974069872381025,3,0.5169241318614868,3279.595854165728
261,10,5196.449549957838,431.1573478649152,402.6494479753055,368.9595004132611,4302.372990604702,22347.02910466376,0.1945607436243829,3,0.6121460560873948,2725.9708953362397
262,11,10396.07210014947,228.16149070959,799.6759532526048,357.05758104509135,9200.025418267638,22614.503742957488,0.19688946769250654,3,0.789124528348307,2458.496257042514
263,12,11564.38861555276,1257.1520061360243,497.8073196966143,1157.1091037624574,8708.127941187193,25073.0,0.2182939621211699,3,1.0,0.0
264,1,2146.5710146967526,860.071456740563,852.4917604444454,368.9595004132611,4390.993688760183,22467.197521819427,0.19560697023877846,3,0.627572046404215,2605.8024781805807
265,2,1904.9189304236493,206.71464191654377,139.35964250659163,333.25374230875195,2752.6466933959227,21353.571015948353,0.18591136371822842,3,0.42531126497604516,3719.428984051653
266,3,6879.438355327697,406.92880877646166,150.2108850754521,368.9595004132611,5418.312076640687,22702.455717923112,0.19765520713699378,3,0.6956492490166813,2370.544282076892
267,4,1446.178202081534,1277.154300097478,459.65681692899307,595.0959684084856,4430.691832008493,19940.343602756155,0.1516161601394613,3,0.4632992259401269,5132.656397243849
268,5,2137.583053205634,351.90971924878977,-0.18448171719137463,614.9325006887685,2554.3510604990606,19260.737295739942,0.1464487818470373,3,0.3053028539763845,5812.262704260054
269,6,7286.087020902203,424.76966233863277,695.3808707384196,595.0959684084856,5246.188711523876,20434.92842831,0.15537672984716458,3,0.5307618942849278,4638.071571690004
270,7,10531.827728569071,536.5941905672989,490.01152863102106,614.9325006887685,6262.379637777556,24136.026680349023,0.18351798540684647,3,0.8698531208024499,936.973319650976
271,8,2128.189672395174,599.5480232318732,149.78920627236585,614.9325006887685,4680.984727566315,21418.057941448616,0.16285194314696208,3,0.561543406950482,3654.9420585513844
272,9,1446.0192538155236,418.67068640900834,453.76968542284885,357.05758104509135,2274.3859594621335,20197.534655743075,0.1758465227568219,3,0.3181025538641752,4875.465344256921
273,10,400.766243325381,266.97986486273294,157.30190608513294,368.9595004132611,1316.6341749899852,19022.385182442813,0.16561527661111455,3,0.17871449387986116,6050.614817557189
274,11,2004.695397461463,570.964118016258,777.7206214877478,357.05758104509135,2111.944702759251,18351.321792628445,0.15977277327298023,3,0.23908024196246558,6721.678207371549
275,12,4264.807962671743,837.6157592882846,379.59502676580814,368.9595004132611,3000.513168979389,19704.677818430013,0.17155554553927405,3,0.35853413806049084,5368.322181569994
276,1,11522.488845634509,480.99826779119394,403.27423835481386,368.9595004132611,6573.746921912796,24362.184271174843,0.21210536156346677,3,0.9024216328549046,710.8157288251568
277,2,6348.643108462706,947.6741969648174,807.6696371595717,333.25374230875195,6077.6969215318295,24439.881275602216,0.21278181778894428,3,0.905656963653621,633.1187243977865
278,3,1600.1400946952372,224.55763497751468,526.2419374312158,368.9595004132611,5233.038623653421,20136.33894377707,0.17531373232767958,3,0.5145715988062537,4936.6610562229325
279,4,10086.60103928719,746.1522284734128,700.841503096337,595.0959684084856,5826.901516465243,23846.25322356761,0.18131469645141127,3,0.826083364878341,1226.746776432391
280,5,2872.0641318427206,723.9735176417271,-2.061941458086949,614.9325006887685,5617.786065517969,21211.63424830341,0.16128240310592906,3,0.5926464913575726,3861.365751696593
281,6,792.2295019054798,870.5184538212052,1964.9064737863882,595.0959684084856,6912.752345582887,13401.627416252335,0.10189911111617252,3,0.37197082842855717,11671.372583747665
