mo,inflow,precip,evap,outlow,demand,storage,% full,% redu,deficit
4,4667.359879346999,3098.4380209473165,-2.9281908499542624,595.0959684084856,5657.439686531283,117870.42471008732,0.8962263411589747,1.0,0.0
5,7191.554746543964,2299.216107819375,2341.6692895142623,614.9325006887685,4708.6612683606745,119695.93250588694,0.910106567488953,1.0,0.0
6,11234.558987022208,4962.39183818693,1979.3220173973677,595.0959684084856,5524.983492650895,127793.48185263934,0.9716761854931637,1.0,0.0
7,539.4656082043908,884.519971967311,2106.3347579030815,614.9325006887685,6023.977290371465,120472.22288384773,0.9160090819392737,1.0,0.0
8,907.1806563708316,3778.1481964416016,-16.682026656111702,614.9325006887685,5998.184415461405,118561.11684716611,0.9014780104254928,1.0,0.0
9,3336.1380307614763,7540.881530214654,1973.8501093562518,5070.217650840298,6201.965968991369,116192.10267895432,1.0116074845841638,1.0,0.0
10,6356.175453885913,3772.2368480872974,4245.997868816106,2725.5395353108647,5148.899020997962,114200.0785558026,0.9942642532802217,1.0,0.0
11,6755.214335092117,1774.4491794697533,4069.3836775939853,357.05758104509135,6757.665520343911,111545.63529138146,0.971153778370305,1.0,0.0
12,882.7104952949019,2377.5867060469027,964.2545158157009,368.9595004132611,5124.877918762133,108347.84055773218,0.9433127030120108,1.0,0.0
1,6531.822864193115,1402.7417678406637,983.3041758807376,368.9595004132611,4870.4526937144365,110059.68881975753,0.9582166291344433,1.0,0.0
2,6393.2684288710525,3564.0470287070057,27.63469559721125,333.25374230875195,5306.382487093883,114349.73335233575,0.9955671982204227,1.0,0.0
3,2246.8985305740475,2287.6904140597762,4354.226104122834,368.9595004132611,7293.210115300088,106867.9265771334,0.9304280746698331,1.0,0.0
4,10971.945529784807,4197.283114488018,12.809628623901517,595.0959684084856,6388.164797472875,115041.08482690097,0.8747134897576151,1.0,0.0
5,7052.736358471333,3816.682392527524,3905.0657310637907,614.9325006887685,4919.735673601793,116470.76967254547,0.8855840810986909,1.0,0.0
6,4980.031319171483,3671.469804598193,2970.098371137952,595.0959684084856,4905.898702249914,116651.1777545188,0.8869558117564885,1.0,0.0
7,638.8821105604618,1335.835072340793,307.83468763087876,614.9325006887685,5209.646330286511,112493.48141881388,0.8553428182191878,1.0,0.0
8,11461.478339881176,2251.6630725845753,0.572783929281286,614.9325006887685,5673.124355962024,119917.99319069956,0.9117950032060074,1.0,0.0
9,9966.967042062786,110.07779598941852,2287.2479218428634,6248.5076682890995,6981.453818000833,114477.82862061897,0.9966824386640281,1.0,0.0
10,11687.65698019131,5105.926051194576,2155.313819348419,368.9595004132611,5727.370344270656,123019.76798797253,1.0710514327492358,1.0,0.0
11,9279.8272334188,1976.1873092976894,3934.2906584502052,8605.087703186682,6541.283550451809,115195.12061860033,1.0029274237969266,1.0,0.0
12,271.14800291211213,3619.4381124586944,2340.5618981788866,1547.2495178620632,5231.186177294177,109966.70914063601,0.9574071168083479,1.0,0.0
1,4764.471746913239,1426.98368743436,1852.4897005764506,368.9595004132611,5325.905519622924,108610.80985437098,0.9456022020619649,1.0,0.0
2,10201.13838748854,1793.0782860321779,0.3743728084664326,333.25374230875195,4965.851403840408,115305.54700893407,1.0038888330526474,1.0,0.0
3,6188.509667998857,2276.85855700096,815.5150928955263,1547.2495178620632,5448.171704786902,115959.9789183894,1.0095865371348685,1.0,0.0
4,8441.283874627698,4257.980963709255,2524.332709928567,595.0959684084856,5480.9135856517505,120058.90149273755,0.9128663977673237,1.0,0.0
5,11937.397465545886,3668.7337883317086,3798.4617951538967,614.9325006887685,5128.841326911566,126122.79712386093,0.9589731544708694,1.0,0.0
6,3393.80235760926,965.818737913025,4602.245408395946,595.0959684084856,8901.178214229141,116383.89862834965,0.884923558170367,1.0,0.0
7,4649.809088792881,2790.4911766171135,3758.1058059269562,614.9325006887685,6203.306284272511,113247.85430287142,0.8610786832710982,1.0,0.0
8,97.16239057891349,3603.211361199981,815.213781325845,614.9325006887685,6022.196085757562,109495.88568687814,0.832550635517596,1.0,0.0
9,6860.673625471131,1935.9631849671277,1817.399105923032,357.05758104509135,4880.441462424145,111237.62434792412,0.9684721316098861,1.0,0.0
10,1302.1301363477323,3214.645643653086,1345.9681546973152,368.9595004132611,5601.454427134544,108438.01804567984,0.9440978185202558,1.0,0.0
11,5378.423144490141,1735.696095739142,2850.9132496152015,357.05758104509135,6090.349730369267,106253.81672487955,0.9250814279651651,1.0,0.0
12,5259.717139874377,2202.79467031268,505.8767063180276,368.9595004132611,5542.919435534797,107298.57289280053,0.9341774261842055,1.0,0.0
1,4627.839856600186,564.253551603033,534.243834550798,368.9595004132611,5058.771296973011,106528.69166906668,0.9274745815827795,1.0,0.0
2,4748.43895682655,2818.838455177349,3922.990806777758,333.25374230875195,5712.924568813956,104126.79996317011,0.9065629053946034,1.0,0.0
3,11554.02360377549,1494.1841811862105,814.0986240808706,368.9595004132611,5344.824788789124,110647.12483484857,0.9633310444507953,1.0,0.0
4,4937.2621751742945,4551.144768573387,2078.150533590786,595.0959684084856,5987.776867087541,111474.50840950945,0.8475950693320956,1.0,0.0
5,8027.89727088834,1317.158999549385,1881.761454542866,614.9325006887685,5962.853904234211,112360.01682048132,0.8543280217684917,1.0,0.0
6,813.1333893172492,1317.2793456486397,1524.8129876150342,595.0959684084856,5204.967673278238,107165.55292614546,0.8148319787046491,1.0,0.0
7,7272.418194771532,4168.654582744624,3823.875953276409,614.9325006887685,5270.758921618338,108897.0583280781,0.8279974589757851,1.0,0.0
8,6926.807973196545,1801.8499314679502,3505.0626110354206,614.9325006887685,7501.943298913892,106003.77782210452,0.8059984358264829,1.0,0.0
9,4285.127583710982,3108.020380355156,1702.3573980613291,357.05758104509135,5486.917869276663,105850.59293778757,0.9215708261980925,1.0,0.0
10,860.2588109072706,4294.824269329751,970.4728356045962,368.9595004132611,6282.940884879479,103383.30279712725,0.9000897692640504,1.0,0.0
11,9802.129944018841,6620.639658574146,223.8196063232317,357.05758104509135,7166.07590132381,112059.1193110281,0.9756243427676475,1.0,0.0
12,5847.4045840913095,4943.899670342536,1020.186967132322,368.9595004132611,6324.431789810852,115136.8453081055,1.0024200593641999,1.0,0.0
1,6137.50145584377,1260.1498325045977,1052.7950491631927,1547.2495178620632,5257.2052384004755,114677.24679102814,0.9984186402568799,1.0,0.0
2,10132.369057552967,388.8132216431695,3621.15957965907,333.25374230875195,7931.5292526598205,113312.48649559663,0.9865365785875383,1.0,0.0
3,765.6232329169688,1338.5814749649435,788.7928585135232,368.9595004132611,5432.275089950801,108826.66375460097,0.9474814986407752,1.0,0.0
4,4712.092283505794,4455.837543548623,-0.1024793378310278,595.0959684084856,7148.874502790894,110250.72558979386,0.8382900515417163,1.0,0.0
5,5137.7343721085535,2644.051519962901,2682.6428979152115,614.9325006887685,5307.265871572491,109427.67021168883,0.83203195998139,1.0,0.0
6,9880.335881533625,1408.5084301343595,3499.060777578168,595.0959684084856,7998.055429896807,108624.30234747336,0.8259235621935528,1.0,0.0
7,682.6231849689233,4595.015882831154,-6.088677977080806,614.9325006887685,7321.215693526023,105971.88189903572,0.805755915563235,1.0,0.0
8,4311.4063894643805,1771.9801944372011,2620.2165171797533,614.9325006887685,6505.54974955166,102314.56971551712,0.7779475868431766,1.0,0.0
9,704.7068894228961,963.5664998035063,2017.6264112497156,357.05758104509135,6451.184219871915,95156.9748925768,0.8284685946143372,1.0,0.0
